@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute editPercentage numeric
@Attribute debugPercentage numeric
@Attribute navigationPercentage numeric
@Attribute focusPercentage numeric
@Attribute removePercentage numeric
@Attribute webLinkTimes numeric
@Attribute stuck {YES,NO}

%ParticipantAll
%Participant11
@data
0.0,0.0,0.0,0.0,0.0,0.0,NO
40.42553191489361,0.0,2.127659574468085,25.53191489361702,31.914893617021278,0.0,NO
68.88888888888889,0.0,0.0,0.0,31.11111111111111,0.0,NO
36.206896551724135,0.0,5.172413793103448,58.620689655172406,0.0,0.0,NO
55.00000000000001,13.333333333333334,10.0,3.3333333333333335,18.333333333333332,8.0,YES
50.0,25.862068965517242,0.0,13.793103448275861,10.344827586206897,0.0,NO
21.666666666666668,71.66666666666667,0.0,0.0,6.666666666666667,3.0,NO
42.3728813559322,37.28813559322034,0.0,13.559322033898304,6.779661016949152,2.0,YES
28.333333333333332,58.333333333333336,0.0,13.333333333333334,0.0,0.0,NO
33.89830508474576,54.23728813559322,0.0,0.0,11.864406779661017,0.0,NO
22.807017543859647,77.19298245614034,0.0,0.0,0.0,0.0,NO
25.0,65.0,0.0,0.0,10.0,0.0,NO
27.586206896551722,72.41379310344827,0.0,0.0,0.0,0.0,NO
11.666666666666666,70.0,0.0,0.0,18.333333333333332,1.0,NO
46.55172413793103,22.413793103448278,0.0,20.689655172413794,10.344827586206897,0.0,NO
36.206896551724135,44.827586206896555,3.4482758620689653,6.896551724137931,8.620689655172415,0.0,NO
11.864406779661017,74.57627118644068,0.0,0.0,13.559322033898304,4.0,NO
18.333333333333332,63.33333333333333,3.3333333333333335,6.666666666666667,8.333333333333332,0.0,NO
11.666666666666666,76.66666666666667,0.0,6.666666666666667,5.0,0.0,NO
15.0,75.0,0.0,3.3333333333333335,6.666666666666667,0.0,NO
20.0,70.0,0.0,10.0,0.0,0.0,NO
41.66666666666667,51.66666666666667,3.3333333333333335,3.3333333333333335,0.0,1.0,NO
41.66666666666667,50.0,5.0,3.3333333333333335,0.0,2.0,NO
